cluster_id,timestamp,temperature,soilTemperature,humidity,soilMoisture,azote_mg_kg,phosphore_mg_kg,potassium_mg_kg,ph
cluster_04,2025-12-12 07:00:00,22.28,22.36,11.47,58.16,137.55,30.04,197.53,6.8
cluster_05,2025-12-12 07:00:00,20.59,21.35,62.93,64.56,141.46,31.34,204.33,6.85
cluster_06,2025-12-12 07:00:00,23.69,25.32,55.56,46.63,119.92,27.88,193.88,6.79
cluster_07,2025-12-12 07:00:00,23.05,22.53,59.03,54.28,130.56,29.5,198.82,6.84
cluster_08,2025-12-12 07:00:00,22.67,21.2,56.97,55.14,131.57,29.63,197.23,6.69
cluster_09,2025-12-12 07:00:00,21.94,22.56,57.79,56.97,134.32,30.11,203.73,6.81
cluster_10,2025-12-12 07:00:00,22.6,22.9,63.34,58.15,132.9,29.98,199.93,6.81
cluster_01,2025-12-12 07:30:00,23.3,24.71,57.34,55.97,129.6,29.69,198.86,6.76
cluster_02,2025-12-12 07:30:00,23.33,23.36,,56.89,,30.29,197.75,6.87
cluster_03,2025-12-12 07:30:00,22.91,22.96,52.86,59.88,134.74,29.59,201.73,6.72
cluster_04,2025-12-12 07:30:00,21.92,24.22,61.59,59.11,136.45,30.7,202.68,6.9
cluster_05,2025-12-12 07:30:00,20.86,22.43,58.11,64.89,143.49,31.9,205.32,6.97
cluster_06,2025-12-12 07:30:00,24.86,25.71,54.8,48.88,120.68,26.61,196.05,6.81
cluster_07,2025-12-12 07:30:00,23.54,23.52,61.03,10.87,129.56,-28.96,198.07,33.94
cluster_08,2025-12-12 07:30:00,24.35,23.32,53.27,55.97,133.26,29.63,198.63,6.77
cluster_09,2025-12-12 07:30:00,22.99,22.21,54.23,55.23,133.59,29.62,199.19,6.75
cluster_10,2025-12-12 07:30:00,23.91,24.18,59.11,58.98,135.57,29.63,200.49,6.82
cluster_01,2025-12-12 08:00:00,23.86,22.94,-56.42,55.85,129.42,29.17,197.63,6.79
cluster_02,2025-12-12 08:00:00,23.73,23.23,58.66,59.55,133.88,30.09,,6.82
cluster_03,2025-12-12 08:00:00,23.93,24.8,58.41,58.94,136.27,30.2,196.29,
cluster_04,2025-12-12 08:00:00,23.09,23.41,53.39,59.69,136.03,29.8,198.23,6.79
cluster_05,2025-12-12 08:00:00,21.73,22.4,53.38,62.91,144.89,31.61,202.2,6.82
cluster_06,2025-12-12 08:00:00,27.17,24.73,56.74,48.27,118.05,27.14,196.03,6.7
cluster_07,2025-12-12 08:00:00,24.23,25.22,54.19,54.07,129.69,29.22,199.33,6.76
cluster_08,2025-12-12 08:00:00,24.39,25.15,53.38,54.81,130.9,29.63,195.95,6.85
cluster_09,2025-12-12 08:00:00,24.33,23.21,50.9,56.99,133.93,29.73,200.85,6.78
cluster_10,2025-12-12 08:00:00,23.14,22.99,54.4,56.98,136.56,30.58,199.43,6.79
cluster_01,2025-12-12 08:30:00,24.87,24.56,-52.75,54.64,131.98,29.32,197.53,6.76
cluster_02,2025-12-12 08:30:00,24.54,25.51,53.52,57.43,134.0,30.22,199.14,6.75
cluster_03,2025-12-12 08:30:00,24.14,24.62,52.92,59.42,135.65,29.47,,6.89
cluster_04,2025-12-12 08:30:00,25.0,24.1,50.51,59.58,137.16,30.26,199.87,6.82
cluster_05,2025-12-12 08:30:00,24.93,23.68,52.14,64.93,143.55,31.05,205.01,6.97
cluster_06,2025-12-12 08:30:00,26.37,26.62,49.61,47.92,120.78,27.96,189.29,6.68
cluster_07,2025-12-12 08:30:00,25.09,26.27,51.46,52.85,129.86,28.98,199.1,6.75
cluster_08,2025-12-12 08:30:00,25.32,25.62,55.48,55.77,26.45,29.63,198.88,6.76
cluster_09,2025-12-12 08:30:00,24.55,24.8,54.86,57.89,26.81,30.36,197.61,6.79
cluster_10,2025-12-12 08:30:00,25.57,24.87,52.03,58.75,133.99,28.88,204.78,6.79
cluster_01,2025-12-12 09:00:00,25.69,25.12,51.48,54.82,130.11,29.85,198.55,6.83
cluster_02,2025-12-12 09:00:00,25.32,25.92,47.72,57.69,135.23,30.96,200.52,6.86
cluster_03,2025-12-12 09:00:00,25.87,24.34,50.29,59.38,138.31,29.74,196.91,6.79
cluster_04,2025-12-12 09:00:00,24.91,24.37,53.59,295.85,134.85,154.93,200.28,6.79
cluster_05,2025-12-12 09:00:00,23.32,25.61,50.96,64.82,143.61,31.32,201.93,6.88
cluster_06,2025-12-12 09:00:00,27.27,26.95,52.39,48.06,119.72,26.57,194.18,6.69
cluster_07,2025-12-12 09:00:00,25.89,26.81,52.81,,129.73,29.36,196.77,6.79
cluster_08,2025-12-12 09:00:00,25.14,26.12,47.25,54.27,131.23,29.63,201.26,6.76
cluster_09,2025-12-12 09:00:00,5.16,24.89,51.15,56.91,-132.63,30.52,200.95,6.86
cluster_10,2025-12-12 09:00:00,24.63,25.71,53.87,58.62,135.13,30.55,197.8,6.88
cluster_01,2025-12-12 09:30:00,26.83,27.43,56.61,55.77,133.88,29.04,197.49,6.83
cluster_02,2025-12-12 09:30:00,25.93,26.7,46.6,57.72,132.56,29.28,199.26,6.85
cluster_03,2025-12-12 09:30:00,24.97,26.06,49.71,59.67,135.49,29.71,200.4,6.77
cluster_04,2025-12-12 09:30:00,25.81,26.62,52.6,58.96,137.35,29.09,201.41,6.81
cluster_05,2025-12-12 09:30:00,24.15,24.68,49.34,65.88,143.48,31.48,202.45,6.89
cluster_06,2025-12-12 09:30:00,27.48,26.81,43.93,48.49,119.14,27.35,192.49,6.74
cluster_07,2025-12-12 09:30:00,,27.1,49.76,54.4,130.82,28.95,197.51,6.81
cluster_08,2025-12-12 09:30:00,26.43,26.2,50.82,57.0,131.51,29.63,198.61,6.83
cluster_09,2025-12-12 09:30:00,27.79,26.12,48.8,57.91,132.74,29.48,198.62,6.77
cluster_10,2025-12-12 09:30:00,27.01,25.1,,60.09,134.77,29.64,203.08,6.86
cluster_01,2025-12-12 10:00:00,26.93,27.01,46.62,56.0,641.86,29.63,199.68,6.73
cluster_02,2025-12-12 10:00:00,27.45,26.19,48.58,56.77,133.58,30.82,199.34,6.78
cluster_03,2025-12-12 10:00:00,25.29,27.29,44.57,57.99,136.22,30.76,201.04,6.85
cluster_04,2025-12-12 10:00:00,26.21,25.63,48.23,59.36,136.09,31.19,202.0,6.75
cluster_05,2025-12-12 10:00:00,25.64,25.86,47.63,63.47,142.46,31.97,205.19,6.93
cluster_06,2025-12-12 10:00:00,28.53,27.53,49.77,46.94,120.12,26.59,192.89,6.77
cluster_07,2025-12-12 10:00:00,28.42,28.47,45.85,53.33,-128.81,29.4,198.36,6.81
cluster_08,2025-12-12 10:00:00,27.52,26.7,51.6,55.55,132.57,29.63,201.97,6.86
cluster_09,2025-12-12 10:00:00,,27.03,46.62,58.04,133.93,29.77,198.94,6.78
cluster_10,2025-12-12 10:00:00,26.8,25.78,46.63,56.54,133.03,29.82,201.32,6.86
cluster_01,2025-12-12 10:30:00,27.23,27.47,42.96,53.78,132.9,29.22,198.59,6.72
cluster_02,2025-12-12 10:30:00,27.51,27.32,49.06,57.3,133.65,30.04,201.86,6.78
cluster_03,2025-12-12 10:30:00,27.43,27.62,41.18,57.42,137.68,30.18,200.01,6.81
cluster_04,2025-12-12 10:30:00,27.64,26.81,45.61,59.3,138.06,30.82,200.46,6.8
cluster_05,2025-12-12 10:30:00,25.71,25.29,45.06,63.59,141.67,31.55,203.09,6.84
cluster_06,2025-12-12 10:30:00,28.38,29.23,49.04,48.43,118.02,26.85,192.06,6.73
cluster_07,2025-12-12 10:30:00,28.67,28.36,,52.92,130.0,,198.48,6.75
cluster_08,2025-12-12 10:30:00,27.22,27.1,42.3,55.49,133.06,29.63,201.35,6.79
cluster_09,2025-12-12 10:30:00,28.43,,46.29,288.99,133.66,30.63,198.97,6.68
cluster_10,2025-12-12 10:30:00,25.72,27.26,42.54,59.68,133.27,29.59,200.87,6.87
cluster_01,2025-12-12 11:00:00,27.04,26.54,48.02,55.08,131.04,29.39,199.81,6.69
cluster_02,2025-12-12 11:00:00,,27.52,42.66,59.0,133.39,29.55,199.08,6.82
cluster_03,2025-12-12 11:00:00,27.3,27.28,44.17,57.97,137.42,30.85,198.91,6.84
cluster_04,2025-12-12 11:00:00,26.62,27.15,49.53,60.91,135.82,30.26,200.07,
cluster_05,2025-12-12 11:00:00,26.6,26.47,45.61,65.9,142.05,30.72,204.69,6.93
cluster_06,2025-12-12 11:00:00,30.3,,44.95,45.74,121.58,,,6.71
cluster_07,2025-12-12 11:00:00,30.48,27.98,234.03,51.64,130.9,28.79,200.44,6.79
cluster_08,2025-12-12 11:00:00,28.08,27.92,45.67,54.74,132.23,29.63,200.62,6.83
cluster_09,2025-12-12 11:00:00,28.0,28.18,43.46,58.85,132.77,28.62,201.4,6.89
cluster_10,2025-12-12 11:00:00,27.2,27.46,42.68,58.87,134.19,30.79,198.78,6.84
cluster_01,2025-12-12 11:30:00,28.97,28.59,43.42,56.0,129.91,29.93,198.11,6.81
cluster_02,2025-12-12 11:30:00,27.77,28.72,44.36,55.32,133.2,29.34,196.3,6.82
cluster_03,2025-12-12 11:30:00,26.53,139.21,46.22,59.57,134.68,30.61,198.89,6.83
cluster_04,2025-12-12 11:30:00,27.73,26.24,45.9,60.34,137.47,30.64,201.58,6.85
cluster_05,2025-12-12 11:30:00,27.57,26.73,42.32,65.92,141.67,31.69,203.84,6.75
cluster_06,2025-12-12 11:30:00,32.14,30.17,,47.29,118.57,26.85,193.44,6.76
cluster_07,2025-12-12 11:30:00,28.71,27.96,43.07,55.3,128.4,29.34,199.82,6.79
cluster_08,2025-12-12 11:30:00,28.77,27.87,48.27,,131.52,29.63,198.75,6.73
cluster_09,2025-12-12 11:30:00,27.66,27.7,47.81,56.0,131.62,29.45,196.49,6.74
cluster_10,2025-12-12 11:30:00,27.72,27.05,46.54,58.58,133.95,29.5,198.6,6.87
cluster_01,2025-12-12 12:00:00,27.05,28.43,46.55,53.8,130.35,29.17,198.19,6.74
cluster_02,2025-12-12 12:00:00,27.82,26.57,43.51,58.79,26.97,29.96,-202.82,6.82
cluster_03,2025-12-12 12:00:00,27.35,27.52,41.74,59.61,681.43,31.52,201.77,6.84
cluster_04,2025-12-12 12:00:00,29.07,27.13,43.24,59.67,137.64,30.27,201.74,
cluster_05,2025-12-12 12:00:00,27.64,27.01,42.16,63.77,142.48,31.81,40.85,6.84
cluster_06,2025-12-12 12:00:00,29.68,28.96,41.26,48.09,121.39,28.47,191.26,6.69
cluster_07,2025-12-12 12:00:00,27.06,29.02,48.81,53.77,128.58,29.13,197.06,6.72
cluster_08,2025-12-12 12:00:00,28.35,28.7,45.15,57.07,135.31,29.63,199.22,6.85
cluster_09,2025-12-12 12:00:00,28.8,28.02,47.07,55.82,136.64,30.42,194.58,6.81
cluster_10,2025-12-12 12:00:00,27.87,27.3,44.5,60.15,134.78,30.07,198.74,6.74
cluster_01,2025-12-12 12:30:00,27.85,27.57,47.59,55.83,130.87,29.33,194.07,6.67
cluster_02,2025-12-12 12:30:00,27.57,27.42,42.72,55.68,135.0,30.52,203.08,6.82
cluster_03,2025-12-12 12:30:00,28.18,28.35,38.67,59.43,136.41,29.65,199.42,6.9
cluster_04,2025-12-12 12:30:00,27.2,27.71,43.61,58.7,135.92,31.29,,6.76
cluster_05,2025-12-12 12:30:00,26.46,,39.99,66.21,142.21,31.85,199.87,6.83
cluster_06,2025-12-12 12:30:00,29.61,29.69,43.44,47.01,119.62,27.6,191.07,6.75
cluster_07,2025-12-12 12:30:00,29.59,27.17,46.1,,130.64,29.89,198.14,6.79
cluster_08,2025-12-12 12:30:00,28.74,28.33,42.05,55.92,131.16,29.63,200.81,6.89
cluster_09,2025-12-12 12:30:00,28.46,28.48,50.5,56.89,132.57,30.58,199.08,6.79
cluster_10,2025-12-12 12:30:00,27.61,27.75,42.74,58.85,135.3,30.16,196.6,6.82
cluster_01,2025-12-12 13:00:00,28.32,27.82,44.47,54.65,131.73,28.67,200.23,6.8
cluster_02,2025-12-12 13:00:00,28.68,27.79,48.5,58.77,133.28,30.06,197.51,6.9
cluster_03,2025-12-12 13:00:00,,28.11,45.1,59.7,135.9,30.8,200.82,6.86
cluster_04,2025-12-12 13:00:00,27.35,26.67,,59.0,136.47,31.0,,6.88
cluster_05,2025-12-12 13:00:00,27.28,25.72,50.03,65.09,142.63,32.11,200.22,6.82
cluster_06,2025-12-12 13:00:00,29.5,29.86,47.92,46.89,118.56,27.62,191.51,6.69
cluster_07,2025-12-12 13:00:00,27.33,28.74,42.06,,130.3,28.89,198.9,6.67
cluster_08,2025-12-12 13:00:00,28.11,28.25,47.27,54.62,132.71,29.63,197.82,6.8
cluster_09,2025-12-12 13:00:00,27.58,28.14,49.12,56.44,133.01,29.99,199.98,6.78
cluster_10,2025-12-12 13:00:00,27.45,27.75,44.0,59.14,137.23,29.46,197.98,6.81
cluster_01,2025-12-12 13:30:00,26.03,28.04,42.65,55.92,131.67,29.85,198.82,6.91
cluster_02,2025-12-12 13:30:00,28.11,27.07,44.54,57.84,133.99,30.73,201.34,6.85
cluster_03,2025-12-12 13:30:00,26.81,28.02,48.76,58.21,135.91,30.55,198.79,6.77
cluster_04,2025-12-12 13:30:00,27.04,26.9,47.32,58.68,134.46,29.68,203.31,6.82
cluster_05,2025-12-12 13:30:00,25.83,25.91,44.74,65.45,142.15,31.97,205.52,6.86
cluster_06,2025-12-12 13:30:00,29.15,30.09,47.21,46.38,120.91,27.38,193.42,6.73
cluster_07,2025-12-12 13:30:00,27.16,27.76,46.3,,129.34,29.67,199.48,6.79
cluster_08,2025-12-12 13:30:00,27.18,26.63,48.09,53.89,130.64,29.63,194.73,6.67
cluster_09,2025-12-12 13:30:00,5.69,28.12,47.27,57.31,132.66,29.46,199.45,6.84
cluster_10,2025-12-12 13:30:00,26.83,28.04,45.55,58.65,134.72,29.53,,6.9
cluster_01,2025-12-12 14:00:00,27.76,27.21,49.89,54.61,131.09,29.56,199.99,6.78
cluster_02,2025-12-12 14:00:00,26.43,26.58,48.66,56.24,135.07,29.33,199.83,6.8
cluster_03,2025-12-12 14:00:00,27.2,26.99,51.13,59.98,135.42,29.94,200.65,6.89
cluster_04,2025-12-12 14:00:00,26.16,26.68,44.77,59.16,135.68,30.77,201.87,6.83
cluster_05,2025-12-12 14:00:00,25.85,,47.21,65.39,142.4,31.25,205.87,6.9
cluster_06,2025-12-12 14:00:00,28.94,29.44,243.38,48.17,119.1,26.25,193.6,6.7
cluster_07,2025-12-12 14:00:00,27.87,28.02,49.92,53.7,,28.64,199.31,6.8
cluster_08,2025-12-12 14:00:00,28.19,27.48,47.33,55.81,131.42,29.63,200.03,6.77
cluster_09,2025-12-12 14:00:00,27.16,26.5,52.58,58.56,132.42,29.3,201.61,6.88
cluster_10,2025-12-12 14:00:00,,27.39,47.7,58.59,135.28,30.09,202.58,6.85
cluster_01,2025-12-12 14:30:00,27.74,26.54,49.96,53.35,130.68,30.45,192.71,6.82
cluster_02,2025-12-12 14:30:00,27.23,25.74,52.75,56.14,134.04,29.88,200.18,6.86
cluster_03,2025-12-12 14:30:00,25.96,24.73,50.28,60.03,133.21,30.79,203.55,6.89
cluster_04,2025-12-12 14:30:00,25.76,26.4,52.74,59.75,136.4,30.29,202.09,6.83
cluster_05,2025-12-12 14:30:00,25.64,24.61,53.73,62.05,141.66,31.33,202.09,6.92
cluster_06,2025-12-12 14:30:00,28.72,29.49,47.69,47.4,,27.2,194.79,6.69
cluster_07,2025-12-12 14:30:00,27.23,26.05,48.64,53.9,130.31,29.8,197.25,6.82
cluster_08,2025-12-12 14:30:00,25.23,25.77,237.63,54.42,130.99,29.63,196.24,6.81
cluster_09,2025-12-12 14:30:00,26.37,26.91,47.49,56.23,132.98,29.58,200.95,6.8
cluster_10,2025-12-12 14:30:00,26.07,26.45,48.97,58.18,135.7,,201.68,6.78
cluster_01,2025-12-12 15:00:00,25.04,134.12,51.43,53.22,130.79,29.1,202.19,6.79
cluster_02,2025-12-12 15:00:00,24.18,25.72,51.81,56.42,135.17,29.21,200.64,6.75
cluster_03,2025-12-12 15:00:00,24.41,26.98,51.02,59.16,136.9,30.43,202.12,6.98
cluster_04,2025-12-12 15:00:00,26.14,25.58,50.31,58.82,682.39,,197.74,6.81
cluster_05,2025-12-12 15:00:00,24.53,24.46,52.3,64.91,142.05,30.94,203.26,6.89
cluster_06,2025-12-12 15:00:00,28.25,28.75,50.08,47.27,118.9,27.35,192.0,6.68
cluster_07,2025-12-12 15:00:00,26.39,25.74,54.27,55.78,130.6,29.24,195.58,6.76
cluster_08,2025-12-12 15:00:00,26.39,26.5,,55.24,132.4,29.63,197.36,6.76
cluster_09,2025-12-12 15:00:00,26.08,26.41,51.81,57.1,133.89,30.57,39.7,6.83
cluster_10,2025-12-12 15:00:00,25.12,25.27,55.02,56.73,136.01,29.5,201.56,6.83
cluster_01,2025-12-12 15:30:00,26.13,24.77,52.43,55.04,131.25,29.44,197.57,6.79
cluster_02,2025-12-12 15:30:00,24.44,24.51,49.84,57.88,133.72,29.94,199.72,6.83
cluster_03,2025-12-12 15:30:00,24.57,24.76,57.43,61.19,135.95,29.81,200.01,6.76
cluster_04,2025-12-12 15:30:00,25.16,23.65,55.15,59.94,136.38,30.15,201.21,6.84
cluster_05,2025-12-12 15:30:00,22.84,22.91,49.82,65.88,,31.91,204.4,6.85
cluster_06,2025-12-12 15:30:00,27.5,27.15,47.82,47.28,121.16,26.58,193.51,6.77
cluster_07,2025-12-12 15:30:00,24.26,,260.55,52.01,128.57,28.56,195.64,6.78
cluster_08,2025-12-12 15:30:00,25.9,25.19,52.23,56.04,129.81,29.63,199.17,6.85
cluster_09,2025-12-12 15:30:00,25.91,25.62,49.91,54.98,132.71,29.36,194.75,6.8
cluster_10,2025-12-12 15:30:00,24.18,25.03,56.41,58.42,,29.9,201.05,6.82
cluster_01,2025-12-12 16:00:00,25.04,24.13,53.78,55.05,131.59,29.39,200.44,6.83
cluster_02,2025-12-12 16:00:00,24.18,22.88,57.78,56.81,134.76,30.46,198.97,6.89
cluster_03,2025-12-12 16:00:00,24.86,24.44,-51.11,56.97,135.95,29.72,202.08,1.37
cluster_04,2025-12-12 16:00:00,24.39,24.28,52.74,57.61,136.96,31.36,202.41,6.85
cluster_05,2025-12-12 16:00:00,23.26,22.22,54.89,63.94,140.96,32.54,205.74,6.9
cluster_06,2025-12-12 16:00:00,26.44,26.02,53.52,45.28,121.28,27.55,195.01,6.67
cluster_07,2025-12-12 16:00:00,24.79,24.96,53.42,55.11,128.66,,198.12,6.83
cluster_08,2025-12-12 16:00:00,24.74,24.73,55.83,55.44,132.46,29.63,198.85,6.81
cluster_09,2025-12-12 16:00:00,22.83,22.97,49.98,58.56,130.67,29.7,198.55,6.84
cluster_10,2025-12-12 16:00:00,23.56,,51.92,55.15,133.78,30.41,200.4,6.83
cluster_01,2025-12-12 16:30:00,24.42,22.09,57.39,54.28,129.67,30.24,195.9,6.77
cluster_02,2025-12-12 16:30:00,,,58.36,57.92,134.59,29.77,198.3,6.79
cluster_03,2025-12-12 16:30:00,22.59,22.5,53.63,58.15,137.56,29.84,199.76,6.71
cluster_04,2025-12-12 16:30:00,23.34,22.81,55.97,61.73,136.56,30.72,203.05,6.74
cluster_05,2025-12-12 16:30:00,21.83,21.95,58.0,64.78,143.15,31.37,199.45,6.9
cluster_06,2025-12-12 16:30:00,26.25,24.27,59.1,45.89,,27.53,195.51,6.67
cluster_07,2025-12-12 16:30:00,23.57,,59.53,53.75,129.55,28.95,198.18,6.85
cluster_08,2025-12-12 16:30:00,23.05,23.66,58.07,55.73,129.8,29.63,196.19,6.75
cluster_09,2025-12-12 16:30:00,22.49,23.6,61.6,56.66,133.03,29.21,201.55,6.78
cluster_10,2025-12-12 16:30:00,23.87,23.24,59.84,,135.35,29.74,203.7,6.76
cluster_01,2025-12-12 17:00:00,21.66,22.13,60.7,55.61,130.09,29.39,199.78,6.79
cluster_02,2025-12-12 17:00:00,22.81,22.07,57.41,58.67,132.63,28.59,198.31,6.75
cluster_03,2025-12-12 17:00:00,20.86,21.36,58.94,58.33,134.92,31.38,201.3,6.85
cluster_04,2025-12-12 17:00:00,22.14,21.75,56.98,58.3,136.08,30.08,199.55,6.8
cluster_05,2025-12-12 17:00:00,19.98,19.81,60.48,,143.28,31.32,202.37,6.92
cluster_06,2025-12-12 17:00:00,24.7,22.91,65.23,47.73,120.41,28.25,193.0,6.81
cluster_07,2025-12-12 17:00:00,22.51,22.63,60.26,53.02,,,195.82,6.77
cluster_08,2025-12-12 17:00:00,22.26,22.01,59.6,53.4,132.64,29.63,198.2,6.8
cluster_09,2025-12-12 17:00:00,21.32,20.47,60.68,55.32,132.15,30.35,198.67,6.85
cluster_10,2025-12-12 17:00:00,21.98,22.76,58.36,58.15,134.1,30.46,198.36,34.22
cluster_01,2025-12-12 17:30:00,-20.44,20.67,61.08,52.99,131.82,29.53,195.53,6.8
cluster_02,2025-12-12 17:30:00,21.62,20.56,-62.41,58.74,134.69,30.25,197.13,6.77
cluster_03,2025-12-12 17:30:00,21.23,21.21,61.58,60.19,134.99,30.27,199.6,
cluster_04,2025-12-12 17:30:00,3.85,20.76,60.33,59.66,137.14,29.95,200.25,6.8
cluster_05,2025-12-12 17:30:00,19.68,19.63,61.4,61.55,141.33,32.15,203.21,6.91
cluster_06,2025-12-12 17:30:00,22.8,22.04,66.14,47.04,121.31,26.91,192.28,6.75
cluster_07,2025-12-12 17:30:00,21.22,21.34,61.52,53.84,129.16,28.77,197.83,6.78
cluster_08,2025-12-12 17:30:00,21.96,21.3,61.28,53.42,131.09,29.63,200.21,6.75
cluster_09,2025-12-12 17:30:00,21.15,20.26,65.5,56.17,134.16,29.34,199.06,6.85
cluster_10,2025-12-12 17:30:00,21.64,22.43,63.31,57.9,135.75,29.81,200.36,6.79
cluster_01,2025-12-12 18:00:00,19.56,20.24,60.89,55.5,131.29,29.57,197.57,1.35
cluster_02,2025-12-12 18:00:00,,19.74,62.13,11.21,136.74,30.07,199.66,6.76
cluster_03,2025-12-12 18:00:00,21.37,20.07,63.28,58.26,137.99,,200.4,6.91
cluster_04,2025-12-12 18:00:00,20.63,19.79,61.3,58.76,134.92,30.2,199.93,6.83
cluster_05,2025-12-12 18:00:00,18.53,19.65,67.37,66.37,141.76,31.87,205.57,
cluster_06,2025-12-12 18:00:00,20.92,23.04,71.8,48.08,118.97,5.31,192.76,6.59
cluster_07,2025-12-12 18:00:00,20.38,20.57,66.28,52.79,130.44,28.91,199.79,6.82
cluster_08,2025-12-12 18:00:00,20.3,20.3,63.28,55.49,130.77,29.63,197.07,6.77
cluster_09,2025-12-12 18:00:00,19.68,19.69,62.57,54.74,134.78,29.56,199.92,6.85
cluster_10,2025-12-12 18:00:00,19.79,20.27,65.22,58.05,136.31,29.26,201.89,6.83
cluster_01,2025-12-12 18:30:00,19.96,19.74,71.65,54.84,130.96,29.59,201.76,6.82
cluster_02,2025-12-12 18:30:00,18.6,19.19,70.55,56.55,135.6,30.06,198.09,6.75
cluster_03,2025-12-12 18:30:00,19.22,18.72,67.67,59.35,135.48,29.78,200.9,6.78
cluster_04,2025-12-12 18:30:00,18.69,18.44,67.51,58.73,137.49,30.65,202.27,6.89
cluster_05,2025-12-12 18:30:00,16.38,17.22,65.59,63.64,143.03,31.82,208.57,6.84
cluster_06,2025-12-12 18:30:00,19.52,20.03,69.48,48.37,122.03,27.08,191.15,6.68
cluster_07,2025-12-12 18:30:00,19.08,19.3,62.42,54.9,128.59,29.64,195.66,6.69
cluster_08,2025-12-12 18:30:00,19.72,18.87,71.58,58.03,130.79,29.63,201.48,33.83
cluster_09,2025-12-12 18:30:00,17.86,19.0,68.27,55.31,,28.94,196.58,6.77
cluster_10,2025-12-12 18:30:00,19.61,18.83,69.21,56.37,134.05,30.85,197.19,6.78
cluster_01,2025-12-12 19:00:00,18.76,18.65,68.75,53.94,131.28,29.23,197.91,6.77
cluster_02,2025-12-12 19:00:00,17.2,18.77,65.92,55.06,135.36,,201.3,6.79
cluster_03,2025-12-12 19:00:00,18.93,17.9,64.53,60.3,135.79,29.74,198.94,6.73
cluster_04,2025-12-12 19:00:00,16.79,17.89,73.98,60.3,135.77,30.54,203.11,6.79
cluster_05,2025-12-12 19:00:00,16.72,17.31,71.5,65.49,141.72,30.97,203.06,6.85
cluster_06,2025-12-12 19:00:00,19.99,19.35,70.97,47.38,120.27,27.91,192.86,6.61
cluster_07,2025-12-12 19:00:00,19.18,18.07,73.74,52.12,127.35,28.97,200.22,6.75
cluster_08,2025-12-12 19:00:00,,18.02,71.24,57.5,130.39,29.63,195.73,6.85
cluster_09,2025-12-12 19:00:00,17.55,18.68,69.88,55.97,131.04,28.85,200.42,6.79
cluster_10,2025-12-12 19:00:00,18.96,17.2,72.46,59.13,134.94,29.51,206.36,6.79
cluster_01,2025-12-12 19:30:00,16.31,18.02,72.52,55.14,131.84,29.34,198.6,6.74
cluster_02,2025-12-12 19:30:00,17.46,17.8,71.91,56.43,134.46,29.33,202.78,6.72
cluster_03,2025-12-12 19:30:00,17.37,16.72,70.55,,135.75,30.69,198.02,6.8
cluster_04,2025-12-12 19:30:00,15.29,16.01,72.79,57.14,692.9,30.97,200.25,6.81
cluster_05,2025-12-12 19:30:00,14.91,15.56,69.72,64.83,142.01,31.83,200.72,6.84
cluster_06,2025-12-12 19:30:00,19.95,18.84,73.48,48.58,118.99,26.3,194.67,6.67
cluster_07,2025-12-12 19:30:00,17.6,18.13,343.31,53.96,128.74,29.56,196.21,6.84
cluster_08,2025-12-12 19:30:00,17.21,17.95,70.18,56.34,132.34,29.63,202.92,6.89
cluster_09,2025-12-12 19:30:00,86.06,17.62,72.27,55.13,131.23,29.48,202.83,6.82
cluster_10,2025-12-12 19:30:00,15.67,16.95,73.94,57.55,133.83,29.44,199.88,6.87
cluster_01,2025-12-12 20:00:00,15.15,16.41,74.08,53.83,130.3,29.89,199.9,6.81
cluster_02,2025-12-12 20:00:00,16.4,17.24,73.69,58.34,,30.29,198.63,6.8
cluster_03,2025-12-12 20:00:00,,16.57,76.38,58.69,136.69,,197.87,6.73
cluster_04,2025-12-12 20:00:00,15.12,15.82,70.7,60.78,134.85,30.74,202.68,6.81
cluster_05,2025-12-12 20:00:00,15.14,15.05,72.97,65.87,140.38,31.12,204.66,34.35
cluster_06,2025-12-12 20:00:00,17.29,17.65,74.84,46.77,120.88,26.04,194.7,6.55
cluster_07,2025-12-12 20:00:00,17.69,17.13,76.88,53.08,130.04,28.91,200.57,6.81
cluster_08,2025-12-12 20:00:00,17.52,15.82,73.72,55.15,131.04,29.63,198.27,
cluster_09,2025-12-12 20:00:00,16.35,15.79,71.45,55.47,132.62,29.01,199.45,6.73
cluster_10,2025-12-12 20:00:00,16.0,16.57,75.62,57.3,134.71,29.35,200.38,6.76
cluster_01,2025-12-12 20:30:00,,14.39,76.23,54.68,128.93,28.76,199.55,6.74
cluster_02,2025-12-12 20:30:00,16.15,16.5,74.96,57.98,134.93,30.47,199.88,6.85
cluster_03,2025-12-12 20:30:00,15.69,15.73,,57.55,,30.01,197.11,6.86
cluster_04,2025-12-12 20:30:00,16.12,15.35,82.27,58.76,136.46,30.92,200.92,6.78
cluster_05,2025-12-12 20:30:00,13.97,14.24,81.57,64.77,142.86,30.87,207.12,6.9
cluster_06,2025-12-12 20:30:00,17.57,16.76,76.43,47.98,119.81,27.1,192.22,6.7
cluster_07,2025-12-12 20:30:00,14.52,16.85,75.35,53.58,129.2,30.05,196.26,6.78
cluster_08,2025-12-12 20:30:00,15.16,14.94,79.99,53.73,130.74,29.63,198.62,6.68
cluster_09,2025-12-12 20:30:00,15.0,15.91,78.19,58.17,133.55,30.87,197.56,6.88
