cluster_id,timestamp,x,y,temperature,soilTemperature,humidity,soilMoisture,azote_mg_kg,phosphore_mg_kg,potassium_mg_kg,ph
cluster_03,2025-12-11 23:00:00,44.5,19.5,11.9,12.1,87.4,58.4,134.2,30.4,201.2,6.84
cluster_04,2025-12-11 23:00:00,62.9,30.9,12.1,12.2,85.3,58.7,137.4,30.2,201.6,6.89
cluster_05,2025-12-11 23:00:00,91.6,28.3,11.1,11.0,85.0,65.2,142.2,31.4,202.5,6.86
cluster_06,2025-12-11 23:00:00,2.3,82.5,14.4,14.1,83.2,48.2,119.9,27.6,193.1,6.7
cluster_07,2025-12-11 23:00:00,35.3,70.4,12.7,13.2,85.5,54.5,130.6,29.0,194.5,6.73
cluster_08,2025-12-11 23:00:00,44.9,69.9,12.5,13.1,82.2,55.1,132.0,29.5,202.6,6.83
cluster_09,2025-12-11 23:00:00,66.9,75.4,12.4,12.4,86.0,57.3,133.5,30.5,200.7,6.8
cluster_10,2025-12-11 23:00:00,88.9,71.7,12.6,12.8,81.7,57.7,135.3,30.6,201.5,6.74
cluster_01,2025-12-11 23:30:00,8.0,32.2,12.5,12.7,86.0,56.4,130.8,29.9,199.3,6.74
cluster_02,2025-12-11 23:30:00,33.7,26.6,11.2,12.5,86.8,57.8,133.3,29.9,200.4,6.69
cluster_03,2025-12-11 23:30:00,44.5,19.5,12.0,12.1,86.0,59.1,134.8,30.8,200.6,6.78
cluster_04,2025-12-11 23:30:00,62.9,30.9,11.9,11.7,83.5,60.8,136.8,31.1,201.2,6.82
cluster_05,2025-12-11 23:30:00,91.6,28.3,11.1,11.0,83.8,66.0,144.9,30.5,203.1,6.88
cluster_06,2025-12-11 23:30:00,2.3,82.5,13.6,13.9,84.9,48.7,120.9,27.3,191.3,6.8
cluster_07,2025-12-11 23:30:00,35.3,70.4,13.3,13.1,85.6,55.7,130.2,29.2,196.5,6.82
cluster_08,2025-12-11 23:30:00,44.9,69.9,12.2,12.9,86.2,56.2,133.7,29.5,199.6,6.78
cluster_09,2025-12-11 23:30:00,66.9,75.4,12.1,12.3,83.3,57.0,133.1,29.5,201.8,6.77
cluster_10,2025-12-11 23:30:00,88.9,71.7,12.3,12.3,83.8,60.2,134.2,30.5,196.8,6.86
cluster_01,2025-12-12 00:00:00,8.0,32.2,12.5,12.6,85.0,54.8,131.9,30.6,198.5,6.79
cluster_02,2025-12-12 00:00:00,33.7,26.6,12.4,12.3,87.4,57.9,134.8,29.6,201.0,6.85
cluster_03,2025-12-12 00:00:00,44.5,19.5,11.9,12.2,85.1,58.6,135.6,30.4,201.3,6.93
cluster_04,2025-12-12 00:00:00,62.9,30.9,10.9,11.5,81.7,60.0,137.7,30.8,201.9,6.83
cluster_05,2025-12-12 00:00:00,91.6,28.3,10.4,10.8,83.1,66.1,142.7,32.3,199.5,6.83
cluster_06,2025-12-12 00:00:00,2.3,82.5,13.3,13.9,87.3,47.5,118.4,27.1,191.0,6.72
cluster_07,2025-12-12 00:00:00,35.3,70.4,13.4,13.2,88.3,54.2,130.3,28.5,197.2,6.78
cluster_08,2025-12-12 00:00:00,44.9,69.9,12.8,12.8,82.4,57.2,132.8,29.2,201.0,6.74
cluster_09,2025-12-12 00:00:00,66.9,75.4,12.1,12.4,83.3,58.3,133.1,30.9,197.0,6.83
cluster_10,2025-12-12 00:00:00,88.9,71.7,12.6,12.1,86.5,58.0,134.5,30.5,199.0,6.8
cluster_01,2025-12-12 00:30:00,8.0,32.2,13.7,12.9,85.1,55.6,131.6,29.1,195.7,6.71
cluster_02,2025-12-12 00:30:00,33.7,26.6,12.3,12.3,90.0,56.1,134.8,30.6,200.6,6.87
cluster_03,2025-12-12 00:30:00,44.5,19.5,13.2,12.2,84.4,60.7,134.9,30.7,200.6,6.85
cluster_04,2025-12-12 00:30:00,62.9,30.9,10.4,11.5,85.8,59.4,137.2,30.5,201.5,6.86
cluster_05,2025-12-12 00:30:00,91.6,28.3,10.7,11.0,84.1,64.8,142.3,30.9,204.7,6.97
cluster_06,2025-12-12 00:30:00,2.3,82.5,14.0,13.8,85.6,49.6,121.4,26.9,192.0,6.66
cluster_07,2025-12-12 00:30:00,35.3,70.4,13.5,13.3,85.3,55.2,129.3,29.0,199.7,6.8
cluster_08,2025-12-12 00:30:00,44.9,69.9,13.4,13.1,84.2,54.9,132.4,29.1,198.3,6.74
cluster_09,2025-12-12 00:30:00,66.9,75.4,13.0,12.4,83.5,56.8,132.4,29.9,200.9,6.76
cluster_10,2025-12-12 00:30:00,88.9,71.7,11.4,12.0,86.2,61.7,135.8,29.5,206.3,6.75
cluster_01,2025-12-12 01:00:00,8.0,32.2,12.6,13.1,86.9,54.9,130.8,29.1,200.3,6.78
cluster_02,2025-12-12 01:00:00,33.7,26.6,12.9,12.7,85.5,57.4,135.4,30.7,200.7,6.84
cluster_03,2025-12-12 01:00:00,44.5,19.5,12.2,12.4,82.4,58.2,136.3,30.1,199.0,6.79
cluster_04,2025-12-12 01:00:00,62.9,30.9,12.1,11.6,80.2,60.1,136.7,29.8,199.0,6.86
cluster_05,2025-12-12 01:00:00,91.6,28.3,10.9,11.1,82.3,67.0,141.7,31.1,203.5,6.84
cluster_06,2025-12-12 01:00:00,2.3,82.5,14.4,14.2,84.9,46.9,121.3,27.4,193.0,6.72
cluster_07,2025-12-12 01:00:00,35.3,70.4,13.3,13.1,83.5,55.4,129.0,28.9,196.4,6.84
cluster_08,2025-12-12 01:00:00,44.9,69.9,13.1,13.2,85.2,56.8,131.7,29.0,196.1,6.71
cluster_09,2025-12-12 01:00:00,66.9,75.4,12.5,12.6,83.2,58.3,132.5,30.2,202.6,6.83
cluster_10,2025-12-12 01:00:00,88.9,71.7,11.5,12.0,83.9,60.2,135.1,30.3,198.3,6.77
cluster_01,2025-12-12 01:30:00,8.0,32.2,13.2,13.3,82.3,54.4,132.3,29.8,197.3,6.74
cluster_02,2025-12-12 01:30:00,33.7,26.6,12.9,12.8,84.1,58.0,137.1,29.7,197.2,6.75
cluster_03,2025-12-12 01:30:00,44.5,19.5,11.9,12.5,83.6,60.2,135.1,30.9,202.3,6.79
cluster_04,2025-12-12 01:30:00,62.9,30.9,12.2,12.1,82.8,60.9,136.3,30.5,201.2,6.84
cluster_05,2025-12-12 01:30:00,91.6,28.3,11.9,11.7,83.6,64.7,143.6,31.4,205.9,6.85
cluster_06,2025-12-12 01:30:00,2.3,82.5,13.9,14.5,81.2,46.3,120.3,26.7,195.2,6.69
cluster_07,2025-12-12 01:30:00,35.3,70.4,13.1,13.3,81.6,54.7,130.9,29.1,199.2,6.75
cluster_08,2025-12-12 01:30:00,44.9,69.9,14.0,13.4,83.3,58.5,131.5,28.8,200.0,6.76
cluster_09,2025-12-12 01:30:00,66.9,75.4,12.4,13.0,85.1,56.9,133.5,29.8,199.3,6.81
cluster_10,2025-12-12 01:30:00,88.9,71.7,12.5,12.3,84.8,57.9,132.8,29.6,202.5,6.77
cluster_01,2025-12-12 02:00:00,8.0,32.2,13.5,13.6,83.4,56.7,130.0,29.7,195.2,6.75
cluster_02,2025-12-12 02:00:00,33.7,26.6,13.0,13.2,82.7,58.1,134.7,29.0,202.0,6.79
cluster_03,2025-12-12 02:00:00,44.5,19.5,12.8,12.7,82.8,60.2,138.0,30.4,201.1,6.81
cluster_04,2025-12-12 02:00:00,62.9,30.9,12.5,12.9,84.2,60.4,136.6,31.0,198.9,6.81
cluster_05,2025-12-12 02:00:00,91.6,28.3,11.7,12.3,81.2,64.0,143.4,32.3,201.8,6.83
cluster_06,2025-12-12 02:00:00,2.3,82.5,15.4,14.9,80.0,49.1,120.0,27.3,190.2,6.72
cluster_07,2025-12-12 02:00:00,35.3,70.4,12.1,13.6,82.8,52.1,129.2,29.2,197.6,6.74
cluster_08,2025-12-12 02:00:00,44.9,69.9,12.9,13.5,82.8,57.2,133.5,29.1,200.0,6.84
cluster_09,2025-12-12 02:00:00,66.9,75.4,12.9,13.4,80.0,56.1,131.7,29.7,197.6,6.76
cluster_10,2025-12-12 02:00:00,88.9,71.7,11.9,13.0,77.8,58.7,133.9,29.4,199.0,6.81
cluster_01,2025-12-12 02:30:00,8.0,32.2,13.5,14.3,80.5,57.6,131.7,30.2,197.5,6.84
cluster_02,2025-12-12 02:30:00,33.7,26.6,13.0,13.6,80.2,56.9,133.8,30.5,202.2,6.8
cluster_03,2025-12-12 02:30:00,44.5,19.5,12.5,13.2,78.4,61.1,137.0,30.4,200.7,6.81
cluster_04,2025-12-12 02:30:00,62.9,30.9,13.4,13.5,81.3,59.0,133.5,30.2,201.2,6.81
cluster_05,2025-12-12 02:30:00,91.6,28.3,13.5,12.7,77.9,66.0,142.0,32.0,202.8,6.97
cluster_06,2025-12-12 02:30:00,2.3,82.5,14.7,15.4,81.5,45.7,120.6,26.8,192.2,6.73
cluster_07,2025-12-12 02:30:00,35.3,70.4,14.4,14.1,76.0,54.4,129.9,29.3,197.2,6.81
cluster_08,2025-12-12 02:30:00,44.9,69.9,13.6,14.0,78.7,57.5,132.3,29.4,199.0,6.79
cluster_09,2025-12-12 02:30:00,66.9,75.4,14.1,14.0,79.6,57.6,133.6,29.6,199.5,6.82
cluster_10,2025-12-12 02:30:00,88.9,71.7,14.2,13.6,81.1,59.4,135.8,30.0,201.2,6.87
cluster_01,2025-12-12 03:00:00,8.0,32.2,15.3,15.0,78.7,54.3,131.7,29.6,201.3,6.84
cluster_02,2025-12-12 03:00:00,33.7,26.6,14.2,14.1,79.8,59.1,134.3,29.6,199.4,6.83
cluster_03,2025-12-12 03:00:00,44.5,19.5,14.1,14.0,79.8,58.8,136.0,29.6,198.7,6.87
cluster_04,2025-12-12 03:00:00,62.9,30.9,14.0,14.2,83.0,60.6,136.8,31.1,200.1,6.87
cluster_05,2025-12-12 03:00:00,91.6,28.3,13.4,13.3,81.7,64.8,143.1,31.5,201.0,6.91
cluster_06,2025-12-12 03:00:00,2.3,82.5,16.0,16.1,76.4,47.8,122.5,26.7,193.1,6.77
cluster_07,2025-12-12 03:00:00,35.3,70.4,15.0,14.8,78.8,55.6,129.8,29.1,198.1,6.8
cluster_08,2025-12-12 03:00:00,44.9,69.9,14.1,14.5,80.3,56.3,130.0,29.6,198.3,6.76
cluster_09,2025-12-12 03:00:00,66.9,75.4,15.2,14.8,75.6,56.6,132.7,29.6,198.2,6.82
cluster_10,2025-12-12 03:00:00,88.9,71.7,14.9,14.3,80.9,59.4,135.3,29.6,201.5,6.79
cluster_01,2025-12-12 03:30:00,8.0,32.2,15.9,15.7,79.4,56.2,130.8,29.1,200.0,6.81
cluster_02,2025-12-12 03:30:00,33.7,26.6,14.7,15.0,76.6,57.0,132.5,30.4,199.8,6.84
cluster_03,2025-12-12 03:30:00,44.5,19.5,14.5,14.8,76.9,59.9,136.8,30.4,203.3,6.83
cluster_04,2025-12-12 03:30:00,62.9,30.9,15.4,14.9,79.2,59.2,136.1,31.1,206.1,6.85
cluster_05,2025-12-12 03:30:00,91.6,28.3,13.3,14.1,76.2,65.9,141.0,31.8,202.0,6.83
cluster_06,2025-12-12 03:30:00,2.3,82.5,16.9,16.7,76.1,51.1,118.4,26.8,189.2,6.7
cluster_07,2025-12-12 03:30:00,35.3,70.4,15.8,15.8,76.8,54.9,131.1,28.4,196.8,6.76
cluster_08,2025-12-12 03:30:00,44.9,69.9,15.7,15.4,75.9,57.0,131.4,29.4,200.7,6.83
cluster_09,2025-12-12 03:30:00,66.9,75.4,15.4,15.7,79.2,57.5,133.9,30.0,198.0,6.85
cluster_10,2025-12-12 03:30:00,88.9,71.7,14.8,15.3,75.5,59.1,136.6,30.5,202.4,6.7
cluster_01,2025-12-12 04:00:00,8.0,32.2,16.8,16.8,76.7,55.0,131.4,29.6,197.6,6.73
cluster_02,2025-12-12 04:00:00,33.7,26.6,15.7,16.1,75.3,58.8,133.6,29.0,196.8,6.77
cluster_03,2025-12-12 04:00:00,44.5,19.5,16.2,15.8,71.2,61.5,136.9,29.8,202.0,6.78
cluster_04,2025-12-12 04:00:00,62.9,30.9,15.7,15.9,73.7,60.0,138.2,31.3,201.0,6.81
cluster_05,2025-12-12 04:00:00,91.6,28.3,14.7,14.5,72.5,63.1,142.7,31.3,201.6,6.94
cluster_06,2025-12-12 04:00:00,2.3,82.5,17.6,18.0,76.0,47.9,121.0,27.0,191.2,6.79
cluster_07,2025-12-12 04:00:00,35.3,70.4,16.7,16.6,72.3,54.8,130.6,28.6,196.7,6.84
cluster_08,2025-12-12 04:00:00,44.9,69.9,16.4,16.4,74.4,55.3,131.2,28.3,196.8,6.74
cluster_09,2025-12-12 04:00:00,66.9,75.4,16.5,16.7,77.5,54.1,134.0,29.9,200.1,6.84
cluster_10,2025-12-12 04:00:00,88.9,71.7,15.7,16.0,73.3,59.9,136.5,30.5,199.8,6.8
cluster_01,2025-12-12 04:30:00,8.0,32.2,16.9,17.5,74.3,55.1,129.8,29.9,197.6,6.77
cluster_02,2025-12-12 04:30:00,33.7,26.6,17.2,17.1,75.3,58.2,133.9,30.4,200.9,6.81
cluster_03,2025-12-12 04:30:00,44.5,19.5,16.4,16.6,70.9,58.6,135.2,29.9,199.6,6.91
cluster_04,2025-12-12 04:30:00,62.9,30.9,16.2,16.8,72.7,59.5,136.6,30.6,198.3,6.88
cluster_05,2025-12-12 04:30:00,91.6,28.3,15.4,15.5,72.3,66.9,142.9,31.7,206.0,6.89
cluster_06,2025-12-12 04:30:00,2.3,82.5,18.6,18.8,70.7,46.8,119.3,27.1,191.5,6.75
cluster_07,2025-12-12 04:30:00,35.3,70.4,16.9,17.6,70.8,52.6,128.3,28.8,194.2,6.76
cluster_08,2025-12-12 04:30:00,44.9,69.9,17.2,17.5,73.1,56.8,131.6,30.3,197.3,6.79
cluster_09,2025-12-12 04:30:00,66.9,75.4,17.4,17.3,72.0,56.9,131.4,29.7,196.1,6.82
cluster_10,2025-12-12 04:30:00,88.9,71.7,16.8,16.8,68.9,58.5,134.5,29.1,204.2,6.8
cluster_01,2025-12-12 05:00:00,8.0,32.2,19.1,18.4,72.8,55.0,132.0,29.7,197.7,6.84
cluster_02,2025-12-12 05:00:00,33.7,26.6,18.8,18.1,68.2,57.1,133.7,29.4,201.0,6.83
cluster_03,2025-12-12 05:00:00,44.5,19.5,17.6,17.9,69.3,57.6,135.0,29.9,202.7,6.82
cluster_04,2025-12-12 05:00:00,62.9,30.9,18.1,17.7,70.1,59.5,135.4,30.7,200.8,6.82
cluster_05,2025-12-12 05:00:00,91.6,28.3,15.6,16.7,70.3,66.2,144.2,31.6,202.6,6.89
cluster_06,2025-12-12 05:00:00,2.3,82.5,20.8,20.1,73.4,47.8,120.2,27.3,191.3,6.67
cluster_07,2025-12-12 05:00:00,35.3,70.4,18.8,18.7,71.8,53.6,128.4,28.9,197.1,6.77
cluster_08,2025-12-12 05:00:00,44.9,69.9,18.6,18.3,70.4,56.6,132.7,30.1,196.8,6.78
cluster_09,2025-12-12 05:00:00,66.9,75.4,18.8,18.3,69.6,56.4,132.4,30.5,196.4,6.74
cluster_10,2025-12-12 05:00:00,88.9,71.7,17.9,17.9,73.4,58.2,137.3,29.7,199.0,6.8
cluster_01,2025-12-12 05:30:00,8.0,32.2,18.7,19.6,67.7,54.7,130.9,29.6,202.5,6.79
cluster_02,2025-12-12 05:30:00,33.7,26.6,19.2,19.2,69.9,59.5,134.4,30.3,199.8,6.88
cluster_03,2025-12-12 05:30:00,44.5,19.5,18.4,18.8,71.4,57.2,135.9,29.7,199.7,6.86
cluster_04,2025-12-12 05:30:00,62.9,30.9,18.5,18.6,64.4,60.5,136.6,31.1,202.1,6.78
cluster_05,2025-12-12 05:30:00,91.6,28.3,18.5,17.8,64.1,64.0,141.7,32.1,204.3,6.86
cluster_06,2025-12-12 05:30:00,2.3,82.5,20.4,21.2,70.1,47.8,119.9,25.3,193.2,6.82
cluster_07,2025-12-12 05:30:00,35.3,70.4,19.9,19.8,68.1,54.7,130.2,29.6,196.6,6.77
cluster_08,2025-12-12 05:30:00,44.9,69.9,19.9,19.3,67.7,56.2,132.0,29.7,199.0,6.83
cluster_09,2025-12-12 05:30:00,66.9,75.4,18.2,19.3,68.5,55.7,132.2,28.2,199.3,6.92
cluster_10,2025-12-12 05:30:00,88.9,71.7,18.9,18.9,66.2,58.2,134.9,29.3,200.7,6.78
cluster_01,2025-12-12 06:00:00,8.0,32.2,20.7,20.6,66.4,55.6,130.6,29.9,199.1,6.9
cluster_02,2025-12-12 06:00:00,33.7,26.6,19.4,20.3,67.6,56.5,133.4,30.0,202.1,6.84
cluster_03,2025-12-12 06:00:00,44.5,19.5,20.6,20.0,66.1,59.8,136.6,31.3,199.1,6.79
cluster_04,2025-12-12 06:00:00,62.9,30.9,19.9,19.7,63.1,58.7,135.6,30.7,204.4,6.79
cluster_05,2025-12-12 06:00:00,91.6,28.3,19.1,18.9,65.7,64.0,141.2,32.1,203.2,6.84
cluster_06,2025-12-12 06:00:00,2.3,82.5,23.1,22.3,61.9,48.0,119.8,26.7,192.5,6.72
cluster_07,2025-12-12 06:00:00,35.3,70.4,21.0,21.0,65.2,54.7,129.6,28.4,196.5,6.72
cluster_08,2025-12-12 06:00:00,44.9,69.9,19.5,20.4,63.5,57.2,132.0,30.5,196.6,6.71
cluster_09,2025-12-12 06:00:00,66.9,75.4,20.5,20.1,67.9,56.2,131.2,30.0,199.2,6.72
cluster_10,2025-12-12 06:00:00,88.9,71.7,20.2,20.1,65.5,59.4,133.9,29.8,200.7,6.82
cluster_01,2025-12-12 06:30:00,8.0,32.2,22.6,21.4,61.8,54.7,132.1,29.9,199.2,6.8
cluster_02,2025-12-12 06:30:00,33.7,26.6,21.3,21.0,62.2,58.6,135.4,29.5,199.2,6.84
cluster_03,2025-12-12 06:30:00,44.5,19.5,20.7,21.1,59.7,57.2,135.9,30.9,199.1,6.84
cluster_04,2025-12-12 06:30:00,62.9,30.9,20.5,20.6,61.3,61.6,137.1,30.2,199.9,6.78
cluster_05,2025-12-12 06:30:00,91.6,28.3,20.1,20.0,60.3,67.1,141.6,31.8,201.5,6.9
cluster_06,2025-12-12 06:30:00,2.3,82.5,23.2,23.2,60.5,48.4,120.2,26.9,191.7,6.66
cluster_07,2025-12-12 06:30:00,35.3,70.4,22.2,21.9,63.0,55.4,129.2,28.9,198.4,6.77
cluster_08,2025-12-12 06:30:00,44.9,69.9,21.1,21.3,61.8,55.3,133.4,29.0,197.4,6.74
cluster_09,2025-12-12 06:30:00,66.9,75.4,21.7,20.9,63.2,56.2,132.0,30.1,200.0,6.84
cluster_10,2025-12-12 06:30:00,88.9,71.7,20.9,21.1,63.6,58.8,134.2,30.3,197.9,6.82
cluster_01,2025-12-12 07:00:00,8.0,32.2,22.0,22.6,60.5,55.8,130.4,30.0,200.4,6.79
cluster_02,2025-12-12 07:00:00,33.7,26.6,22.7,22.0,55.6,58.7,134.2,29.8,201.0,6.81
cluster_03,2025-12-12 07:00:00,44.5,19.5,22.8,22.3,60.8,58.7,134.2,31.2,197.1,6.83
cluster_04,2025-12-12 07:00:00,62.9,30.9,21.4,21.7,55.8,57.8,136.9,30.2,197.9,6.81
cluster_05,2025-12-12 07:00:00,91.6,28.3,20.9,20.8,63.2,64.7,141.1,31.4,203.7,6.85
cluster_06,2025-12-12 07:00:00,2.3,82.5,24.0,24.5,55.3,46.7,119.0,27.9,193.7,6.79
cluster_07,2025-12-12 07:00:00,35.3,70.4,23.0,22.8,60.0,54.1,130.6,29.5,198.9,6.84
cluster_08,2025-12-12 07:00:00,44.9,69.9,22.8,22.1,59.8,55.7,131.4,30.5,197.4,6.7
cluster_09,2025-12-12 07:00:00,66.9,75.4,21.6,22.1,58.4,56.7,135.4,30.3,203.0,6.82
cluster_10,2025-12-12 07:00:00,88.9,71.7,22.4,22.1,62.8,58.7,132.6,30.0,199.6,6.81
cluster_01,2025-12-12 07:30:00,8.0,32.2,23.2,23.5,57.1,55.4,129.7,29.6,198.8,6.77
cluster_02,2025-12-12 07:30:00,33.7,26.6,22.8,23.1,56.1,57.0,134.2,30.3,197.9,6.87
cluster_03,2025-12-12 07:30:00,44.5,19.5,23.2,23.1,54.3,59.5,135.0,29.7,201.6,6.72
cluster_04,2025-12-12 07:30:00,62.9,30.9,22.8,22.6,57.4,59.0,137.5,30.5,202.7,6.89
cluster_05,2025-12-12 07:30:00,91.6,28.3,21.2,21.8,58.4,64.5,143.8,32.0,205.2,6.97
cluster_06,2025-12-12 07:30:00,2.3,82.5,25.2,25.2,55.8,49.4,121.2,26.6,196.3,6.81
cluster_07,2025-12-12 07:30:00,35.3,70.4,23.5,23.8,59.8,54.6,129.8,28.9,198.0,6.79
cluster_08,2025-12-12 07:30:00,44.9,69.9,23.1,23.3,54.6,55.9,133.9,29.0,198.3,6.77
cluster_09,2025-12-12 07:30:00,66.9,75.4,22.8,22.9,54.1,55.3,133.6,29.7,199.5,6.74
cluster_10,2025-12-12 07:30:00,88.9,71.7,23.2,23.1,57.0,59.2,136.4,29.8,200.5,6.83
cluster_01,2025-12-12 08:00:00,8.0,32.2,24.5,24.0,55.2,55.2,129.5,29.2,197.8,6.79
cluster_02,2025-12-12 08:00:00,33.7,26.6,23.9,23.9,57.6,59.0,133.9,30.0,199.8,6.82
cluster_03,2025-12-12 08:00:00,44.5,19.5,24.0,24.1,57.2,59.2,135.7,30.3,197.0,6.92
cluster_04,2025-12-12 08:00:00,62.9,30.9,23.7,23.6,54.5,60.0,135.8,29.8,198.3,6.78
cluster_05,2025-12-12 08:00:00,91.6,28.3,22.5,22.5,54.2,63.1,144.0,31.6,201.6,6.82
cluster_06,2025-12-12 08:00:00,2.3,82.5,27.2,25.9,56.5,48.0,118.4,27.2,196.1,6.7
cluster_07,2025-12-12 08:00:00,35.3,70.4,24.6,24.6,55.2,54.2,129.6,29.3,199.6,6.77
cluster_08,2025-12-12 08:00:00,44.9,69.9,23.9,24.2,54.1,54.8,131.4,29.6,195.8,6.85
cluster_09,2025-12-12 08:00:00,66.9,75.4,23.7,23.7,52.8,57.0,134.9,29.8,200.5,6.79
cluster_10,2025-12-12 08:00:00,88.9,71.7,23.6,23.9,53.9,56.4,136.4,30.7,199.3,6.79
cluster_01,2025-12-12 08:30:00,8.0,32.2,25.0,25.0,54.0,54.5,131.7,29.4,197.9,6.77
cluster_02,2025-12-12 08:30:00,33.7,26.6,24.9,24.7,52.8,57.3,134.4,30.2,199.5,6.76
cluster_03,2025-12-12 08:30:00,44.5,19.5,24.8,24.6,51.9,59.4,135.7,29.6,198.2,6.88
cluster_04,2025-12-12 08:30:00,62.9,30.9,24.8,24.3,49.5,60.2,136.6,30.4,200.2,6.83
cluster_05,2025-12-12 08:30:00,91.6,28.3,24.1,23.1,51.3,65.0,142.8,31.1,205.6,6.96
cluster_06,2025-12-12 08:30:00,2.3,82.5,26.3,26.7,52.0,48.4,120.7,27.9,189.0,6.68
cluster_07,2025-12-12 08:30:00,35.3,70.4,25.6,25.5,49.9,53.1,130.4,29.0,198.7,6.76
cluster_08,2025-12-12 08:30:00,44.9,69.9,25.7,24.9,53.6,56.0,132.1,28.9,199.0,6.76
cluster_09,2025-12-12 08:30:00,66.9,75.4,24.7,24.7,53.0,58.0,133.8,30.2,197.3,6.79
cluster_10,2025-12-12 08:30:00,88.9,71.7,25.4,24.7,53.2,58.7,133.8,28.9,205.1,6.79
cluster_01,2025-12-12 09:00:00,8.0,32.2,25.3,25.7,49.2,54.8,129.8,29.9,198.2,6.82
cluster_02,2025-12-12 09:00:00,33.7,26.6,25.3,25.5,48.9,57.9,135.0,30.9,200.3,6.87
cluster_03,2025-12-12 09:00:00,44.5,19.5,25.6,25.2,50.7,59.2,137.7,29.9,196.5,6.8
cluster_04,2025-12-12 09:00:00,62.9,30.9,25.2,25.0,51.7,59.5,135.2,31.0,200.6,6.79
cluster_05,2025-12-12 09:00:00,91.6,28.3,23.9,24.0,50.6,65.1,143.7,31.4,202.3,6.88
cluster_06,2025-12-12 09:00:00,2.3,82.5,27.0,27.4,51.8,47.0,119.8,26.5,194.0,6.7
cluster_07,2025-12-12 09:00:00,35.3,70.4,26.3,26.4,54.1,51.9,129.2,29.2,197.0,6.79
cluster_08,2025-12-12 09:00:00,44.9,69.9,25.3,25.8,48.3,54.0,131.8,29.5,201.3,6.76
cluster_09,2025-12-12 09:00:00,66.9,75.4,25.6,25.6,49.5,56.9,132.2,30.5,200.8,6.86
cluster_10,2025-12-12 09:00:00,88.9,71.7,24.9,25.5,53.4,58.6,134.6,30.7,198.5,6.88
cluster_01,2025-12-12 09:30:00,8.0,32.2,26.8,26.4,53.3,56.1,132.8,28.9,198.2,6.83
cluster_02,2025-12-12 09:30:00,33.7,26.6,26.7,26.3,48.1,57.8,133.3,29.2,199.2,6.84
cluster_03,2025-12-12 09:30:00,44.5,19.5,25.2,26.0,51.8,60.2,134.4,29.8,200.5,6.76
cluster_04,2025-12-12 09:30:00,62.9,30.9,25.1,25.8,50.6,59.5,137.3,29.3,200.9,6.81
cluster_05,2025-12-12 09:30:00,91.6,28.3,23.9,24.7,50.4,66.0,142.6,31.6,203.0,6.9
cluster_06,2025-12-12 09:30:00,2.3,82.5,27.9,27.7,46.1,48.9,119.0,27.3,192.5,6.74
cluster_07,2025-12-12 09:30:00,35.3,70.4,27.5,27.3,49.9,54.5,131.1,28.9,196.7,6.81
cluster_08,2025-12-12 09:30:00,44.9,69.9,26.5,26.5,51.4,56.8,132.2,29.7,199.1,6.83
cluster_09,2025-12-12 09:30:00,66.9,75.4,26.6,26.5,49.5,57.4,132.6,29.6,198.2,6.76
cluster_10,2025-12-12 09:30:00,88.9,71.7,26.2,26.2,48.8,60.0,134.9,29.8,202.5,6.84
cluster_01,2025-12-12 10:00:00,8.0,32.2,26.8,26.9,45.7,55.9,129.0,29.5,199.8,6.74
cluster_02,2025-12-12 10:00:00,33.7,26.6,26.9,26.7,49.4,57.4,133.5,30.8,199.6,6.78
cluster_03,2025-12-12 10:00:00,44.5,19.5,26.6,26.5,45.1,58.0,136.2,30.9,200.4,6.84
cluster_04,2025-12-12 10:00:00,62.9,30.9,26.4,26.3,48.1,59.9,137.1,31.2,202.4,6.75
cluster_05,2025-12-12 10:00:00,91.6,28.3,25.6,25.2,47.6,63.8,142.3,32.1,205.1,6.92
cluster_06,2025-12-12 10:00:00,2.3,82.5,28.8,28.4,49.3,47.4,120.3,26.7,193.2,6.77
cluster_07,2025-12-12 10:00:00,35.3,70.4,27.9,28.1,46.5,54.2,128.8,29.4,198.2,6.8
cluster_08,2025-12-12 10:00:00,44.9,69.9,27.4,27.0,50.2,55.8,132.5,29.4,201.9,6.84
cluster_09,2025-12-12 10:00:00,66.9,75.4,27.5,27.1,46.6,57.7,133.6,29.8,199.4,6.78
cluster_10,2025-12-12 10:00:00,88.9,71.7,27.3,26.6,45.8,56.8,133.8,30.0,201.9,6.85
cluster_01,2025-12-12 10:30:00,8.0,32.2,28.1,27.7,44.1,54.3,132.7,29.1,198.4,6.72
cluster_02,2025-12-12 10:30:00,33.7,26.6,27.6,27.2,47.6,58.3,133.9,30.0,201.5,6.78
cluster_03,2025-12-12 10:30:00,44.5,19.5,27.6,26.8,43.7,58.2,137.2,30.1,200.0,6.82
cluster_04,2025-12-12 10:30:00,62.9,30.9,27.5,26.7,45.9,59.3,137.1,31.0,199.7,6.81
cluster_05,2025-12-12 10:30:00,91.6,28.3,26.1,25.9,46.1,63.7,142.1,31.5,202.7,6.85
cluster_06,2025-12-12 10:30:00,2.3,82.5,28.4,29.1,45.4,47.9,118.6,26.9,192.1,6.73
cluster_07,2025-12-12 10:30:00,35.3,70.4,29.1,28.5,44.0,53.4,130.2,28.3,198.7,6.75
cluster_08,2025-12-12 10:30:00,44.9,69.9,27.4,27.5,44.0,55.2,132.5,29.9,201.5,6.78
